day,L,M,S
251,0.0994,8.6882,0.1088
252,0.0991,8.6978,0.1088
253,0.0987,8.7073,0.1088
254,0.0984,8.7169,0.1088
255,0.0981,8.7264,0.1088
256,0.0977,8.7359,0.1088
257,0.0974,8.7453,0.1088
258,0.097,8.7548,0.1088
259,0.0967,8.7642,0.1088
260,0.0963,8.7735,0.1088
261,0.096,8.7829,0.1088
262,0.0957,8.7922,0.1088
263,0.0953,8.8015,0.1088
264,0.095,8.8107,0.1088
265,0.0947,8.82,0.1088
266,0.0943,8.8292,0.1088
267,0.094,8.8384,0.1088
268,0.0937,8.8475,0.1088
269,0.0933,8.8567,0.1088
270,0.093,8.8658,0.1088
271,0.0927,8.8748,0.1088
272,0.0923,8.8839,0.10881
273,0.092,8.8929,0.10881
274,0.0917,8.9019,0.10881
275,0.0913,8.9109,0.10881
276,0.091,8.9199,0.10881
277,0.0907,8.9288,0.10882
278,0.0904,8.9377,0.10882
279,0.09,8.9466,0.10882
280,0.0897,8.9555,0.10882
281,0.0894,8.9643,0.10882
282,0.0891,8.9731,0.10883
283,0.0887,8.9819,0.10883
284,0.0884,8.9907,0.10883
285,0.0881,8.9995,0.10884
286,0.0878,9.0082,0.10884
287,0.0875,9.0169,0.10884
288,0.0871,9.0256,0.10884
289,0.0868,9.0342,0.10885
290,0.0865,9.0429,0.10885
291,0.0862,9.0515,0.10885
292,0.0859,9.0601,0.10886
293,0.0856,9.0687,0.10886
294,0.0852,9.0772,0.10887
295,0.0849,9.0858,0.10887
296,0.0846,9.0943,0.10887
297,0.0843,9.1028,0.10888
298,0.084,9.1113,0.10888
299,0.0837,9.1198,0.10888
300,0.0834,9.1282,0.10889
301,0.0831,9.1366,0.10889
302,0.0827,9.145,0.1089
303,0.0824,9.1534,0.1089
304,0.0821,9.1618,0.1089
305,0.0818,9.1701,0.10891
306,0.0815,9.1785,0.10891
307,0.0812,9.1868,0.10892
308,0.0809,9.1951,0.10892
309,0.0806,9.2034,0.10893
310,0.0803,9.2117,0.10893
311,0.08,9.2199,0.10894
312,0.0797,9.2282,0.10894
313,0.0794,9.2364,0.10894
314,0.0791,9.2446,0.10895
315,0.0788,9.2528,0.10895
316,0.0785,9.261,0.10896
317,0.0782,9.2691,0.10896
318,0.0779,9.2773,0.10897
319,0.0776,9.2854,0.10897
320,0.0773,9.2935,0.10898
321,0.077,9.3016,0.10898
322,0.0767,9.3097,0.10899
323,0.0764,9.3178,0.10899
324,0.0761,9.3258,0.109
325,0.0758,9.3339,0.10901
326,0.0755,9.3419,0.10901
327,0.0752,9.3499,0.10902
328,0.0749,9.3579,0.10902
329,0.0746,9.3659,0.10903
330,0.0744,9.3739,0.10903
331,0.0741,9.3819,0.10904
332,0.0738,9.3898,0.10904
333,0.0735,9.3978,0.10905
334,0.0732,9.4057,0.10905
335,0.0729,9.4136,0.10906
336,0.0726,9.4215,0.10907
337,0.0723,9.4294,0.10907
338,0.072,9.4373,0.10908
339,0.0718,9.4452,0.10908
340,0.0715,9.453,0.10909
341,0.0712,9.4609,0.1091
342,0.0709,9.4687,0.1091
343,0.0706,9.4765,0.10911
344,0.0703,9.4844,0.10911
345,0.0701,9.4922,0.10912
346,0.0698,9.4999,0.10913
347,0.0695,9.5077,0.10913
348,0.0692,9.5155,0.10914
349,0.0689,9.5232,0.10915
350,0.0686,9.531,0.10915
351,0.0684,9.5387,0.10916
352,0.0681,9.5464,0.10916
353,0.0678,9.5542,0.10917
354,0.0675,9.5619,0.10918
355,0.0672,9.5696,0.10918
356,0.067,9.5772,0.10919
357,0.0667,9.5849,0.1092
358,0.0664,9.5926,0.1092
359,0.0661,9.6002,0.10921
360,0.0659,9.6079,0.10922
361,0.0656,9.6155,0.10922
362,0.0653,9.6231,0.10923
363,0.065,9.6308,0.10924
364,0.0648,9.6384,0.10925
365,0.0645,9.646,0.10925
366,0.0642,9.6535,0.10926
367,0.064,9.6611,0.10927
368,0.0637,9.6687,0.10927
369,0.0634,9.6763,0.10928
370,0.0631,9.6838,0.10929
371,0.0629,9.6914,0.1093
372,0.0626,9.6989,0.1093
373,0.0623,9.7064,0.10931
374,0.0621,9.7139,0.10932
375,0.0618,9.7214,0.10933
376,0.0615,9.7289,0.10933
377,0.0613,9.7364,0.10934
378,0.061,9.7439,0.10935
379,0.0607,9.7514,0.10936
380,0.0605,9.7588,0.10936
381,0.0602,9.7663,0.10937
382,0.0599,9.7738,0.10938
383,0.0597,9.7812,0.10939
384,0.0594,9.7886,0.10939
385,0.0591,9.796,0.1094
386,0.0589,9.8035,0.10941
387,0.0586,9.8109,0.10942
388,0.0583,9.8183,0.10943
389,0.0581,9.8257,0.10943
390,0.0578,9.833,0.10944
391,0.0576,9.8404,0.10945
392,0.0573,9.8478,0.10946
393,0.057,9.8551,0.10947
394,0.0568,9.8625,0.10948
395,0.0565,9.8699,0.10948
396,0.0563,9.8772,0.10949
397,0.056,9.8845,0.1095
398,0.0557,9.8918,0.10951
399,0.0555,9.8992,0.10952
400,0.0552,9.9065,0.10953
401,0.055,9.9138,0.10954
402,0.0547,9.9211,0.10954
403,0.0545,9.9284,0.10955
404,0.0542,9.9357,0.10956
405,0.054,9.9429,0.10957
406,0.0537,9.9502,0.10958
407,0.0534,9.9575,0.10959
408,0.0532,9.9647,0.1096
409,0.0529,9.972,0.10961
410,0.0527,9.9792,0.10961
411,0.0524,9.9865,0.10962
412,0.0522,9.9937,0.10963
413,0.0519,10.0009,0.10964
414,0.0517,10.0082,0.10965
415,0.0514,10.0154,0.10966
416,0.0512,10.0226,0.10967
417,0.0509,10.0298,0.10968
418,0.0507,10.037,0.10969
419,0.0504,10.0442,0.1097
420,0.0502,10.0514,0.10971
421,0.0499,10.0586,0.10971
422,0.0497,10.0657,0.10972
423,0.0494,10.0729,0.10973
424,0.0492,10.0801,0.10974
425,0.0489,10.0872,0.10975
426,0.0487,10.0944,0.10976
427,0.0484,10.1015,0.10977
428,0.0482,10.1087,0.10978
429,0.0479,10.1158,0.10979
430,0.0477,10.123,0.1098
431,0.0475,10.1301,0.10981
432,0.0472,10.1372,0.10982
433,0.047,10.1443,0.10983
434,0.0467,10.1515,0.10984
435,0.0465,10.1586,0.10985
436,0.0462,10.1657,0.10986
437,0.046,10.1728,0.10987
438,0.0458,10.1799,0.10988
439,0.0455,10.187,0.10989
440,0.0453,10.1941,0.1099
441,0.045,10.2011,0.10991
442,0.0448,10.2082,0.10992
443,0.0445,10.2153,0.10993
444,0.0443,10.2224,0.10994
445,0.0441,10.2294,0.10995
446,0.0438,10.2365,0.10996
447,0.0436,10.2435,0.10997
448,0.0433,10.2506,0.10998
449,0.0431,10.2576,0.10999
450,0.0429,10.2647,0.11
451,0.0426,10.2717,0.11001
452,0.0424,10.2788,0.11002
453,0.0422,10.2858,0.11003
454,0.0419,10.2928,0.11005
455,0.0417,10.2998,0.11006
456,0.0414,10.3069,0.11007
457,0.0412,10.3139,0.11008
458,0.041,10.3209,0.11009
459,0.0407,10.3279,0.1101
460,0.0405,10.3349,0.11011
461,0.0403,10.3419,0.11012
462,0.04,10.3489,0.11013
463,0.0398,10.3559,0.11014
464,0.0396,10.3629,0.11015
465,0.0393,10.3699,0.11016
466,0.0391,10.3769,0.11017
467,0.0389,10.3839,0.11019
468,0.0386,10.3908,0.1102
469,0.0384,10.3978,0.11021
470,0.0382,10.4048,0.11022
471,0.0379,10.4118,0.11023
472,0.0377,10.4187,0.11024
473,0.0375,10.4257,0.11025
474,0.0373,10.4326,0.11026
475,0.037,10.4396,0.11027
476,0.0368,10.4465,0.11029
477,0.0366,10.4535,0.1103
478,0.0363,10.4604,0.11031
479,0.0361,10.4674,0.11032
480,0.0359,10.4743,0.11033
481,0.0357,10.4813,0.11034
482,0.0354,10.4882,0.11035
483,0.0352,10.4951,0.11037
484,0.035,10.502,0.11038
485,0.0347,10.509,0.11039
486,0.0345,10.5159,0.1104
487,0.0343,10.5228,0.11041
488,0.0341,10.5297,0.11042
489,0.0338,10.5366,0.11044
490,0.0336,10.5435,0.11045
491,0.0334,10.5505,0.11046
492,0.0332,10.5574,0.11047
493,0.0329,10.5643,0.11048
494,0.0327,10.5712,0.1105
495,0.0325,10.578,0.11051
496,0.0323,10.5849,0.11052
497,0.032,10.5918,0.11053
498,0.0318,10.5987,0.11054
499,0.0316,10.6056,0.11056
500,0.0314,10.6125,0.11057
501,0.0312,10.6193,0.11058
502,0.0309,10.6262,0.11059
503,0.0307,10.6331,0.1106
504,0.0305,10.6399,0.11062
505,0.0303,10.6468,0.11063
506,0.03,10.6537,0.11064
507,0.0298,10.6605,0.11065
508,0.0296,10.6674,0.11067
509,0.0294,10.6742,0.11068
510,0.0292,10.6811,0.11069
511,0.0289,10.6879,0.1107
512,0.0287,10.6948,0.11072
513,0.0285,10.7016,0.11073
514,0.0283,10.7084,0.11074
515,0.0281,10.7153,0.11075
516,0.0279,10.7221,0.11077
517,0.0276,10.7289,0.11078
518,0.0274,10.7357,0.11079
519,0.0272,10.7426,0.11081
520,0.027,10.7494,0.11082
521,0.0268,10.7562,0.11083
522,0.0266,10.763,0.11084
523,0.0263,10.7698,0.11086
524,0.0261,10.7766,0.11087
525,0.0259,10.7835,0.11088
526,0.0257,10.7903,0.1109
527,0.0255,10.7971,0.11091
528,0.0253,10.8039,0.11092
529,0.025,10.8107,0.11094
530,0.0248,10.8174,0.11095
531,0.0246,10.8242,0.11096
532,0.0244,10.831,0.11098
533,0.0242,10.8378,0.11099
534,0.024,10.8446,0.111
535,0.0238,10.8514,0.11102
536,0.0236,10.8582,0.11103
537,0.0233,10.8649,0.11104
538,0.0231,10.8717,0.11106
539,0.0229,10.8785,0.11107
540,0.0227,10.8852,0.11108
541,0.0225,10.892,0.1111
542,0.0223,10.8988,0.11111
543,0.0221,10.9055,0.11113
544,0.0219,10.9123,0.11114
545,0.0217,10.9191,0.11115
546,0.0214,10.9258,0.11117
547,0.0212,10.9326,0.11118
548,0.021,10.9393,0.1112
549,0.0208,10.9461,0.11121
550,0.0206,10.9528,0.11122
551,0.0204,10.9596,0.11124
552,0.0202,10.9663,0.11125
553,0.02,10.973,0.11127
554,0.0198,10.9798,0.11128
555,0.0196,10.9865,0.11129
556,0.0194,10.9932,0.11131
557,0.0192,11,0.11132
558,0.0189,11.0067,0.11134
559,0.0187,11.0134,0.11135
560,0.0185,11.0202,0.11137
561,0.0183,11.0269,0.11138
562,0.0181,11.0336,0.11139
563,0.0179,11.0403,0.11141
564,0.0177,11.047,0.11142
565,0.0175,11.0537,0.11144
566,0.0173,11.0605,0.11145
567,0.0171,11.0672,0.11147
568,0.0169,11.0739,0.11148
569,0.0167,11.0806,0.1115
570,0.0165,11.0873,0.11151
571,0.0163,11.094,0.11153
572,0.0161,11.1007,0.11154
573,0.0159,11.1074,0.11156
574,0.0157,11.1141,0.11157
575,0.0155,11.1208,0.11159
576,0.0153,11.1275,0.1116
577,0.0151,11.1342,0.11162
578,0.0149,11.1409,0.11163
579,0.0147,11.1476,0.11165
580,0.0144,11.1543,0.11166
581,0.0142,11.161,0.11168
582,0.014,11.1676,0.11169
583,0.0138,11.1743,0.11171
584,0.0136,11.181,0.11172
585,0.0134,11.1877,0.11174
586,0.0132,11.1944,0.11175
587,0.013,11.2011,0.11177
588,0.0128,11.2077,0.11178
589,0.0126,11.2144,0.1118
590,0.0124,11.2211,0.11182
591,0.0122,11.2278,0.11183
592,0.012,11.2345,0.11185
593,0.0118,11.2411,0.11186
594,0.0116,11.2478,0.11188
595,0.0114,11.2545,0.11189
596,0.0112,11.2612,0.11191
597,0.0111,11.2678,0.11192
598,0.0109,11.2745,0.11194
599,0.0107,11.2812,0.11196
600,0.0105,11.2878,0.11197
601,0.0103,11.2945,0.11199
602,0.0101,11.3012,0.112
603,0.0099,11.3078,0.11202
604,0.0097,11.3145,0.11204
605,0.0095,11.3212,0.11205
606,0.0093,11.3278,0.11207
607,0.0091,11.3345,0.11208
608,0.0089,11.3412,0.1121
609,0.0087,11.3478,0.11212
610,0.0085,11.3545,0.11213
611,0.0083,11.3612,0.11215
612,0.0081,11.3678,0.11216
613,0.0079,11.3745,0.11218
614,0.0077,11.3811,0.1122
615,0.0075,11.3878,0.11221
616,0.0073,11.3945,0.11223
617,0.0071,11.4011,0.11224
618,0.0069,11.4078,0.11226
619,0.0067,11.4144,0.11228
620,0.0066,11.4211,0.11229
621,0.0064,11.4277,0.11231
622,0.0062,11.4344,0.11233
623,0.006,11.441,0.11234
624,0.0058,11.4477,0.11236
625,0.0056,11.4543,0.11238
626,0.0054,11.461,0.11239
627,0.0052,11.4676,0.11241
628,0.005,11.4743,0.11243
629,0.0048,11.4809,0.11244
630,0.0046,11.4876,0.11246
631,0.0044,11.4942,0.11248
632,0.0043,11.5009,0.11249
633,0.0041,11.5075,0.11251
634,0.0039,11.5142,0.11253
635,0.0037,11.5208,0.11254
636,0.0035,11.5274,0.11256
637,0.0033,11.5341,0.11258
638,0.0031,11.5407,0.11259
639,0.0029,11.5474,0.11261
640,0.0027,11.554,0.11263
641,0.0025,11.5606,0.11265
642,0.0024,11.5673,0.11266
643,0.0022,11.5739,0.11268
644,0.002,11.5806,0.1127
645,0.0018,11.5872,0.11271
646,0.0016,11.5938,0.11273
647,0.0014,11.6005,0.11275
648,0.0012,11.6071,0.11276
649,0.001,11.6137,0.11278
650,0.0008,11.6204,0.1128
651,0.0007,11.627,0.11282
652,0.0005,11.6336,0.11283
653,0.0003,11.6403,0.11285
654,0.0001,11.6469,0.11287
655,-0.0001,11.6535,0.11289
656,-0.0003,11.6601,0.1129
657,-0.0005,11.6668,0.11292
658,-0.0006,11.6734,0.11294
659,-0.0008,11.68,0.11296
660,-0.001,11.6866,0.11297
661,-0.0012,11.6933,0.11299
662,-0.0014,11.6999,0.11301
663,-0.0016,11.7065,0.11303
664,-0.0018,11.7131,0.11304
665,-0.0019,11.7198,0.11306
666,-0.0021,11.7264,0.11308
667,-0.0023,11.733,0.1131
668,-0.0025,11.7396,0.11311
669,-0.0027,11.7462,0.11313
670,-0.0029,11.7528,0.11315
671,-0.003,11.7595,0.11317
672,-0.0032,11.7661,0.11318
673,-0.0034,11.7727,0.1132
674,-0.0036,11.7793,0.11322
675,-0.0038,11.7859,0.11324
676,-0.004,11.7925,0.11326
677,-0.0041,11.7991,0.11327
678,-0.0043,11.8057,0.11329
679,-0.0045,11.8124,0.11331
680,-0.0047,11.819,0.11333
681,-0.0049,11.8256,0.11335
682,-0.0051,11.8322,0.11336
683,-0.0052,11.8388,0.11338
684,-0.0054,11.8454,0.1134
685,-0.0056,11.852,0.11342
686,-0.0058,11.8586,0.11344
687,-0.006,11.8652,0.11345
688,-0.0061,11.8718,0.11347
689,-0.0063,11.8784,0.11349
690,-0.0065,11.885,0.11351
691,-0.0067,11.8916,0.11353
692,-0.0069,11.8982,0.11354
693,-0.007,11.9048,0.11356
694,-0.0072,11.9114,0.11358
695,-0.0074,11.918,0.1136
696,-0.0076,11.9246,0.11362
697,-0.0078,11.9312,0.11364
698,-0.0079,11.9378,0.11365
699,-0.0081,11.9444,0.11367
700,-0.0083,11.951,0.11369
701,-0.0085,11.9576,0.11371
702,-0.0087,11.9642,0.11373
703,-0.0088,11.9707,0.11375
704,-0.009,11.9773,0.11376
705,-0.0092,11.9839,0.11378
706,-0.0094,11.9905,0.1138
707,-0.0095,11.9971,0.11382
708,-0.0097,12.0037,0.11384
709,-0.0099,12.0103,0.11386
710,-0.0101,12.0168,0.11388
711,-0.0102,12.0234,0.11389
712,-0.0104,12.03,0.11391
713,-0.0106,12.0366,0.11393
714,-0.0108,12.0431,0.11395
715,-0.011,12.0497,0.11397
716,-0.0111,12.0563,0.11399
717,-0.0113,12.0629,0.11401
718,-0.0115,12.0694,0.11403
719,-0.0117,12.076,0.11404
720,-0.0118,12.0826,0.11406
721,-0.012,12.0891,0.11408
722,-0.0122,12.0957,0.1141
723,-0.0124,12.1023,0.11412
724,-0.0125,12.1088,0.11414
725,-0.0127,12.1154,0.11416
726,-0.0129,12.122,0.11418
727,-0.0131,12.1285,0.1142
728,-0.0132,12.1351,0.11421
729,-0.0134,12.1416,0.11423
730,-0.0136,12.1482,0.11425
